Volatility 3 Framework 2.5.2

Offset	Name	Size
0xa48e00d0b630	\Windows\System32\OneSettingsClient.dll	216
0xa48e00d0b7c0	\Users\santaclaus\AppData\Local\Microsoft\Edge\User Data\Subresource Filter\Indexed Rules\36\10.34.0.52\Ruleset Data	216
0xa48e00d0b950	\$Directory	216
0xa48e00d0bae0	\Windows\System32\D3D12Core.dll	216
0xa48e00d0bc70	\Windows\System32\wosc.dll	216
0xa48e00d0be00	\ProgramData\Microsoft\Windows\OneSettings\CTAC.json	216
0xa48e00d0c120	\Users\SANTAC~1\AppData\Local\Temp\edge_BITS_4244_230020895\4643befd-79	216
0xa48e00d0c2b0	\Dev\Query	216
0xa48e00d0c440	\Windows\System32\en-US\Windows.Web.dll.mui	216
0xa48e00d0c5d0	\Users\SANTAC~1\AppData\Local\Temp\edge_BITS_4244_765901463\376d5b20-4c	216
0xa48e00d0c760	\Windows\System32\utcutil.dll	216
0xa48e00d0c8f0	\Program Files\Windows Defender\ProtectionManagement.dll	216
0xa48e00d0ca80	\Users\SANTAC~1\AppData\Local\Temp\chrome_PuffinComponentUnpacker_BeginUnzipping4244_954936487\manifest.fingerprint	216
0xa48e00d0cc10	\Windows\System32\wcmapi.dll	216
0xa48e00d0cda0	\Windows\System32\wbem\NCProv.dll	216
0xa48e00d0d0c0	\ProgramData\Microsoft\Diagnosis\DownloadedSettings\TELEMETRY.ASM-WINDOWSSQ.json.new	216
0xa48e00d0d250	\Windows\System32\en-US\wmitomi.dll.mui	216
0xa48e00d0d3e0	\Windows\System32\en-US\tquery.dll.mui	216
0xa48e00d0d570	\Windows\System32\en-US\svchost.exe.mui	216
0xa48e00d0d700	\Windows\System32\wscui.cpl	216
0xa48e00d0da20	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.ShellExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy\S-1-5-21-3332525068-379811306-1208854187-1001.pckgdep	216
0xa48e00d0dbb0	\Users\santaclaus\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\FB0D848F74F70BB2EAA93746D24D9749	216
0xa48e00d0dd40	\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\Logs\dosvc.20231130_164330_742.etl	216
0xa48e00d0e1f0	\Endpoint	216
0xa48e00d0e380	\Windows\System32\en-US\dosvc.dll.mui	216
0xa48e00d0e830	\Windows\System32\wscinterop.dll	216
0xa48e00d0e9c0	\Endpoint	216
0xa48e00d0eb50	\CMApi	216
0xa48e00d0ee70	\Windows\Prefetch\SVCHOST.EXE-4BA0E729.pf	216
0xa48e00d0f190	\Users\santaclaus\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData	216
0xa48e00d0f320	\Users\SANTAC~1\AppData\Local\Temp\edge_BITS_4244_89353909\2132f61f-f7	216
0xa48e00d0f4b0	\Windows\System32\en-US\wscui.cpl.mui	216
0xa48e00d0f640	\Windows\System32\wscui.cpl	216
0xa48e00d0f7d0	\Users\SANTAC~1\AppData\Local\Temp\edge_BITS_4244_72682099\7f41fcdb-a3	216
0xa48e00d0f960	\Users\SANTAC~1\AppData\Local\Temp\chrome_PuffinComponentUnpacker_BeginUnzipping4244_1568568787\manifest.fingerprint	216
0xa48e00d0fc80	\Windows\System32\svchost.exe	216
0xa48e00d0fe10	\Users\santaclaus\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\77EC63BDA74BD0D0E0426DC8F8008506	216
0xa48e00d10130	\Windows\System32	216
0xa48e00d10450	\Users\santaclaus\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\57C8EDB95DF3F0AD4EE2DC2B8CFD4157	216
0xa48e00d105e0	\Windows\System32\winevt\Logs\Microsoft-Windows-FileHistory-Core%4WHC.evtx	216
0xa48e00d10770	\Windows\System32\MapsBtSvc.dll	216
0xa48e00d10900	\Windows\Prefetch\SHELLEXPERIENCEHOST.EXE-A3608B1E.pf	216
0xa48e00d10a90	\Users\Public\PresentForNaughtyChild.exe	216
0xa48e00d10c20	\Windows\System32\StorSvc.dll	216
0xa48e00d10db0	\Windows\System32\bcd.dll	216
0xa48e00d110d0	\Sessions\1\AppContainerNamedObjects\S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708	216
0xa48e00d11260	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e	216
0xa48e00d113f0	\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\State\dosvcState.dat	216
0xa48e00d11580	\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\State\dosvcState.dat.LOG1	216
0xa48e00d11710	\Windows\System32\ztrace_maps.dll	216
0xa48e00d118a0	\Windows\System32\en-US\ActionCenter.dll.mui	216
0xa48e00d11a30	\Windows\System32\en-US\hcproviders.dll.mui	216
0xa48e00d11bc0	\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\State\dosvcState.dat.LOG2	216
0xa48e00d11d50	\Windows\System32\StorageUsage.dll	216
0xa48e00d11ee0	\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy	216
0xa48e00d12200	\Windows\System32\MosStorage.dll	216
0xa48e00d12390	\Windows\System32\wbem\Win32_Tpm.dll	216
0xa48e00d12520	\Windows\System32\domgmt.dll	216
0xa48e00d126b0	\Windows\WinSxS\x86_microsoft.windows.common-controls_6595b64144ccf1df_5.82.19041.1110_none_c0da534e38c01f4d\comctl32.dll	216
0xa48e00d12840	\Windows\System32\winevt\Logs\Microsoft-Windows-WindowsBackup%4ActionCenter.evtx	216
0xa48e00d129d0	\Windows\Prefetch\DLLHOST.EXE-504C779A.pf	216
0xa48e00d12b60	\Windows\System32\winevt\Logs\Microsoft-Windows-Diagnosis-Scheduled%4Operational.evtx	216
0xa48e00d12cf0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.ShellExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat	216
0xa48e00d12e80	\Windows\System32\MapConfiguration.dll	216
0xa48e00d131a0	\Windows\System32\domgmt.dll	216
0xa48e00d13330	\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe	216
0xa48e00d137e0	\Windows\ShellExperiences\QuickActions.dll	216
0xa48e00d13970	\Windows\System32\en-US\ntdll.dll.mui	216
0xa48e00d13b00	\Windows\Prefetch\MICROSOFTEDGEUPDATE.EXE-C4317749.pf	216
0xa48e00d13c90	\Windows\System32\gmsaclient.dll	216
0xa48e00d13e20	\Windows\System32\QuickActionsDataModel.dll	216
0xa48e00d14140	\Windows\SysWOW64\pdh.dll	216
0xa48e00d142d0	\Windows\System32\userenv.dll	216
0xa48e00d14460	\Windows\System32\en-US\userenv.dll.mui	216
0xa48e00d145f0	\Windows\System32\dnsapi.dll	216
0xa48e00d14780	\CMApi	216
0xa48e00d14910	\Windows\SysWOW64\dbghelp.dll	216
0xa48e00d14aa0	\System Volume Information\WPSettings.dat	216
0xa48e00d14c30	\Windows\System32\en-US\netlogon.dll.mui	216
0xa48e00d14dc0	\Windows\System32\ntmarta.dll	216
0xa48e00d150e0	\Windows\System32\winevt\Logs\Microsoft-Windows-UserPnp%4ActionCenter.evtx	216
0xa48e00d15270	\Windows\System32\winevt\Logs\Microsoft-Windows-StorageSpaces-ManagementAgent%4WHC.evtx	216
0xa48e00d15400	\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\Windows.UI.ActionCenter.dll	216
0xa48e00d15590	\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\resources.pri	216
0xa48e00d15720	\Windows\rescache\_merged\1703741377\745076059.pri	216
0xa48e00d158b0	\Windows\System32\winevt\Logs\Microsoft-Windows-WorkFolders%4WHC.evtx	216
0xa48e00d15a40	\Windows\System32\en-US\windows.storage.dll.mui	216
0xa48e00d15bd0	\Windows\SysWOW64\dbgcore.dll	216
0xa48e00d15d60	\Windows\System32\wbem\Performance\WmiApRpl.ini.ini	216
0xa48e00d15ef0	\Users\Public\stolen_gift.dmp	216
0xa48e00d16080	\Windows\System32\StorageUsage.dll	216
0xa48e00d16210	\Windows\System32\logoncli.dll	216
0xa48e00d163a0	\Windows\System32\lsass.exe	216
0xa48e00d16530	\Windows\SysWOW64\oleaut32.dll	216
0xa48e00d166c0	\Users\SANTAC~1\AppData\Local\Temp\edge_BITS_4244_1389082728\b6784df7-c7	216
0xa48e00d16850	\Windows\System32\winevt\Logs\Microsoft-Windows-Shell-ConnectedAccountState%4ActionCenter.evtx	216
0xa48e00d169e0	\CMNotify	216
0xa48e00d16b70	\Windows\System32\ws2_32.dll	216
0xa48e00d16d00	\Windows\System32\Wldap32.dll	216
0xa48e00d16e90	\Windows\System32\msasn1.dll	216
0xa48e00d171b0	\Windows\System32\ncrypt.dll	216
0xa48e00d17340	\Windows\System32\en-US\bcrypt.dll.mui	216
0xa48e00d174d0	\Windows\System32\negoexts.dll	216
0xa48e00d17660	\Windows\System32\samsrv.dll	216
0xa48e00d177f0	\Windows\System32\en-US\ntasn1.dll.mui	216
0xa48e00d17980	\Windows\System32\NtlmShared.dll	216
0xa48e00d17b10	\Windows\System32\kerberos.dll	216
0xa48e00d17ca0	\Windows\System32\powrprof.dll	216
0xa48e00d17e30	\Windows\System32\wldp.dll	216
0xa48e00d18150	\Windows\System32\lsasrv.dll	216
0xa48e00d182e0	\Windows\System32\en-US\powrprof.dll.mui	216
0xa48e00d18470	\Windows\System32\en-US\wldp.dll.mui	216
0xa48e00d18600	\Windows\System32\en-US\msprivs.dll.mui	216
0xa48e00d18790	\Windows\System32\en-US\ws2_32.dll.mui	216
0xa48e00d18920	\Windows\System32\netprovfw.dll	216
0xa48e00d18ab0	\Windows\System32\en-US\advapi32.dll.mui	216
0xa48e00d18c40	\Windows\System32\msprivs.dll	216
0xa48e00d18dd0	\Windows\System32\en-US\windows.storage.dll.mui	216
0xa48e00d190f0	\Windows\System32\en-US\rpcrt4.dll.mui	216
0xa48e00d19280	\Windows\System32\en-US\sechost.dll.mui	216
0xa48e00d19410	\Windows\System32\en-US\ncrypt.dll.mui	216
0xa48e00d195a0	\Windows\System32\joinutil.dll	216
0xa48e00d19730	\Windows\Fonts\segoeui.ttf	216
0xa48e00d198c0	\Windows\System32\ntasn1.dll	216
0xa48e00d19a50	\Windows\System32\en-US\kerberos.dll.mui	216
0xa48e00d19be0	\Windows\System32\en-US\iphlpapi.dll.mui	216
0xa48e00d19d70	\Windows\System32\pku2u.dll	216
0xa48e00d1a090	\Windows\System32\schannel.dll	216
0xa48e00d1a220	\Windows\System32\efslsaext.dll	216
0xa48e00d1a3b0	\Windows\System32\wdigest.dll	216
0xa48e00d1a540	\Windows\System32\SHCore.dll	216
0xa48e00d1a6d0	\Windows\System32\mswsock.dll	216
0xa48e00d1a860	\Windows\System32\TSpkg.dll	216
0xa48e00d1a9f0	\Windows\System32\IPHLPAPI.DLL	216
0xa48e00d1ab80	\Windows\System32\profapi.dll	216
0xa48e00d1ad10	\Windows\System32\cryptdll.dll	216
0xa48e00d1aea0	\Windows\System32\netlogon.dll	216
0xa48e00d1b1c0	\Windows\System32\aadcloudap.dll	216
0xa48e00d1b350	\Windows\System32\en-US\aadcloudap.dll.mui	216
0xa48e00d1b4e0	\Windows\System32\umpdc.dll	216
0xa48e00d1b670	\CMNotify	216
0xa48e00d1b800	\Windows\System32\wkscli.dll	216
0xa48e00d1b990	\Windows\System32\dpapi.dll	216
0xa48e00d1bb20	\Windows\System32\netutils.dll	216
0xa48e00d1bcb0	\Windows\System32\nsi.dll	216
0xa48e00d1be40	\Windows\System32\en-US\msv1_0.dll.mui	216
0xa48e00d1c160	\Windows\System32\en-US\rsaenh.dll.mui	216
0xa48e00d1c2f0	\Windows\System32\en-US\schannel.dll.mui	216
0xa48e00d1c480	\Windows\System32\en-US\winnlsres.dll.mui	216
0xa48e00d1c610	\Windows\System32\msvcp110_win.dll	216
0xa48e00d1c7a0	\Windows\System32\KerbClientShared.dll	216
0xa48e00d1c930	\Windows\System32\MicrosoftAccountCloudAP.dll	216
0xa48e00d1cac0	\Windows\System32\cloudAP.dll	216
0xa48e00d1cc50	\Windows\System32\msv1_0.dll	216
0xa48e00d1cde0	\Windows\System32\en-US\wevtapi.dll.mui	216
0xa48e00d1d100	\Windows\System32\en-US\ntmarta.dll.mui	216
0xa48e00d1d290	\Windows\System32\imagehlp.dll	216
0xa48e00d1d420	\Windows\System32\dssenh.dll	216
0xa48e00d1d5b0	\Windows\System32\PCPKsp.dll	216
0xa48e00d1d740	\Windows\System32\kdcpw.dll	216
0xa48e00d1d8d0	\Windows\System32\en-US\dssenh.dll.mui	216
0xa48e00d1da60	\Windows\System32\en-US\kdcpw.dll.mui	216
0xa48e00d1dbf0	\Windows\System32\wevtapi.dll	216
0xa48e00d1dd80	\Windows\System32\wtsapi32.dll	216
0xa48e00d1e0a0	\Windows\System32\ncryptprov.dll	216
0xa48e00d1e230	\Windows\System32\cfgmgr32.dll	216
0xa48e00d1e3c0	\Windows\System32\devobj.dll	216
0xa48e00d1e550	\Windows\System32\ncryptsslp.dll	216
0xa48e00d1e6e0	\Windows\System32\en-US\ncryptprov.dll.mui	216
0xa48e00d1e870	\Windows\System32\gpapi.dll	216
0xa48e00d1ea00	\Windows\System32\sspisrv.dll	216
0xa48e00d1eb90	\Windows\System32\scecli.dll	216
0xa48e00d1ed20	\Windows\System32\winsta.dll	216
0xa48e00d1eeb0	\Windows\System32\en-US\scecli.dll.mui	216
0xa48e00d1f1d0	\Windows\System32\keyiso.dll	216
0xa48e00d1f360	\Windows\System32\dpapisrv.dll	216
0xa48e00d1f4f0	\Windows\System32\ngcpopkeysrv.dll	216
0xa48e00d1f680	\Users\SANTAC~1\AppData\Local\Temp\edge_BITS_4244_1610480533\0ee18f6d-5b	216
0xa48e00d1f810	\Windows\System32\authz.dll	216
0xa48e00d1f9a0	\Windows\System32\en-US\PCPKsp.dll.mui	216
0xa48e00d1fb30	\Windows\System32\tbs.dll	216
0xa48e00d1fcc0	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\CiST0000.002	216
0xa48e00d1fe50	\Windows\System32\en-US\dpapisrv.dll.mui	216
0xa48e00d20170	\Windows\SysWOW64\omadmapi.dll	216
0xa48e00d20300	\Windows\SysWOW64\iri.dll	216
0xa48e00d20490	\Users\SANTAC~1\AppData\Local\Temp\edge_BITS_4244_791679590\060a86d1-cf	216
0xa48e00d20620	\Windows\System32\en-US\mswsock.dll.mui	216
0xa48e00d207b0	\Program Files (x86)\Microsoft\EdgeUpdate\1.3.181.5\msedgeupdateres_en.dll	216
0xa48e00d20940	\Windows\System32\cryptnet.dll	216
0xa48e00d20c60	\Windows\System32\SecureTimeAggregator.dll	216
0xa48e00d21110	\CMNotify	216
0xa48e00d212a0	\Windows\System32\SgrmBroker.exe	216
0xa48e00d21430	\Windows\System32\MapConfiguration.dll	216
0xa48e00d215c0	\Windows\System32\dsparse.dll	216
0xa48e00d21750	\Windows\System32\CertPolEng.dll	216
0xa48e00d218e0	\Windows\System32\en-US\CertPolEng.dll.mui	216
0xa48e00d21a70	\Windows\System32\MapsBtSvc.dll	216
0xa48e00d21c00	\Windows\SysWOW64\powrprof.dll	216
0xa48e00d21d90	\Windows\SysWOW64\mdmregistration.dll	216
0xa48e00d220b0	\Windows\System32\en-US\mskeyprotect.dll.mui	216
0xa48e00d22240	\Windows\SysWOW64\dmcmnutils.dll	216
0xa48e00d223d0	\Windows\SysWOW64\umpdc.dll	216
0xa48e00d22560	\Windows\SysWOW64\msasn1.dll	216
0xa48e00d226f0	\Windows\System32\perfc009.dat	216
0xa48e00d22880	\Windows\System32\moshost.dll	216
0xa48e00d22a10	\Windows\System32\ztrace_maps.dll	216
0xa48e00d22ba0	\Windows\System32\MosStorage.dll	216
0xa48e00d22ec0	\Windows\System32\mskeyprotect.dll	216
0xa48e00d231e0	\Windows\Prefetch\SGRMBROKER.EXE-0CA31CC6.pf	216
0xa48e00d23370	\CMNotify	216
0xa48e00d23500	\Windows\System32\usosvc.dll	216
0xa48e00d23690	\ProgramData\USOShared\Logs\System\UpdateSessionOrchestration.113461c2-5cef-44a7-8b5a-fddea2a42632.1.etl	216
0xa48e00d23820	\Windows\SysWOW64\dmcmnutils.dll	216
0xa48e00d239b0	\Windows\System32\SgrmEnclave.dll	216
0xa48e00d23b40	\Windows\SysWOW64\omadmapi.dll	216
0xa48e00d23cd0	\Windows\Prefetch\SVCHOST.EXE-2880D0C5.pf	216
0xa48e00d24180	\Windows\SysWOW64\mdmregistration.dll	216
0xa48e00d24310	\Windows	216
0xa48e00d24630	\Windows\SysWOW64\iri.dll	216
0xa48e00d247c0	\Windows\SysWOW64\umpdc.dll	216
0xa48e00d24950	\Windows\Media\Windows Notify System Generic.wav	216
0xa48e00d24ae0	\Windows\System32\en-US\crypt32.dll.mui	216
0xa48e00d24c70	\$Directory	216
0xa48e00d24e00	\Windows\System32\svchost.exe	216
0xa48e00d25120	\Windows\System32\Sgrm	216
0xa48e00d252b0	\wkssvc	216
0xa48e00d255d0	\Windows\System32	216
0xa48e00d25a80	\Windows\System32\en-US\svchost.exe.mui	216
0xa48e00d25da0	\Windows\System32\SecurityCenterBroker.dll	216
0xa48e00d260c0	\Windows\System32\Sgrm\SgrmAssertions.bin	216
0xa48e00d263e0	\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\State\keyValueLKG.dat	216
0xa48e00d26570	\Windows\SysWOW64\policymanager.dll	216
0xa48e00d26700	\Windows\SysWOW64\OnDemandConnRouteHelper.dll	216
0xa48e00d26890	\Windows\SysWOW64\sfc.dll	216
0xa48e00d26a20	\Windows\SysWOW64\wshqos.dll	216
0xa48e00d26bb0	\Windows\SysWOW64\mskeyprotect.dll	216
0xa48e00d26d40	\Windows\System32\SecurityCenterBroker.dll	216
0xa48e00d26ed0	\Windows\System32\en-US\combase.dll.mui	216
0xa48e00d271f0	\Windows\System32\dmxmlhelputils.dll	216
0xa48e00d27510	\Windows\SysWOW64\wermgr.exe	216
0xa48e00d276a0	\Windows\System32\SyncController.dll	216
0xa48e00d27830	\Windows\SysWOW64\Windows.System.Diagnostics.Telemetry.PlatformTelemetryClient.dll	216
0xa48e00d279c0	\Windows\System32\APHostClient.dll	216
0xa48e00d27b50	\Windows\SysWOW64\netprofm.dll	216
0xa48e00d27ce0	\Windows\SysWOW64\webio.dll	216
0xa48e00d27e70	\Windows\System32\accountaccessor.dll	216
0xa48e00d28190	\Windows\System32\InprocLogger.dll	216
0xa48e00d28320	\Windows\System32\UserDataLanguageUtil.dll	216
0xa48e00d284b0	\Windows\SysWOW64\rasadhlp.dll	216
0xa48e00d28640	\Windows\SysWOW64\tzres.dll	216
0xa48e00d287d0	\Windows\System32\MCCSEngineShared.dll	216
0xa48e00d28960	\Windows\System32\dsclient.dll	216
0xa48e00d28af0	\Windows\SysWOW64\aepic.dll	216
0xa48e00d28c80	\Windows\System32\Pimstore.dll	216
0xa48e00d28e10	\Windows\SysWOW64\npmproxy.dll	216
0xa48e00d29130	\Windows\SysWOW64\wer.dll	216
0xa48e00d292c0	\Windows\SysWOW64\diagnosticdataquery.dll	216
0xa48e00d295e0	\Users\SANTAC~1\AppData\Local\Temp\chrome_PuffinComponentUnpacker_BeginUnzipping4244_741697529\manifest.fingerprint	216
0xa48e00d29770	\Users\SANTAC~1\AppData\Local\Temp\edge_BITS_4244_1117900221\7586c9e5-9e	216
0xa48e00d29900	\Windows\System32\cemapi.dll	216
0xa48e00d29a90	\Windows\System32\UserDataTypeHelperUtil.dll	216
0xa48e00d29c20	\Windows\System32\Phoneutil.dll	216
0xa48e00d29db0	\ProgramData\Microsoft\Vault\AC658CB4-9126-49BD-B877-31EEDAB3F204\154E23D0-C644-4E6F-8CE6-5069272F999F.vsch	216
0xa48e00d2a0d0	\Windows\System32\en-US\wscapi.dll.mui	216
0xa48e00d2a260	\Windows\System32\SecurityCenterBrokerPS.dll	216
0xa48e00d2a3f0	\Users\santaclaus\AppData\Local\Microsoft\Vault\4BF4C442-9B8A-41A0-B380-DD4A704DDB28\Policy.vpol	216
0xa48e00d2a580	\Windows\System32\PhoneutilRes.dll	216
0xa48e00d2a710	\Windows\System32\wscproxystub.dll	216
0xa48e00d2a8a0	\Windows\System32\loadperf.dll	216
0xa48e00d2aa30	\Users\santaclaus\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\80237EE4964FC9C409AAF55BF996A292_C5130A0BDC8C859A2757D77746C10868	216
0xa48e00d2abc0	\ProgramData\Microsoft\Vault\AC658CB4-9126-49BD-B877-31EEDAB3F204\Policy.vpol	216
0xa48e00d2ad50	\Windows\Prefetch\RUNTIMEBROKER.EXE-9B2E43E1.pf	216
0xa48e00d2aee0	\Windows\System32\RuntimeBroker.exe	216
0xa48e00d2b200	\$Directory	216
0xa48e00d2b390	\Windows\System32	216
0xa48e00d2b520	\Windows\System32\winevt\Logs\Microsoft-Windows-Storsvc%4Diagnostic.evtx	216
0xa48e00d2b6b0	\Windows\System32\SyncRes.dll	216
0xa48e00d2b840	\Windows\System32\en-US\vaultsvc.dll.mui	216
0xa48e00d2b9d0	\Windows\System32\sru\SRU.chk	216
0xa48e00d2bcf0	\Users\santaclaus\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\E2C6CBAF0AF08CF203BA74BF0D0AB6D5_0FB9553B978E7F00C6B2309507DEB64A	216
0xa48e00d2be80	\Windows\System32\LanguageComponentsInstaller.dll	216
0xa48e00d2c1a0	\Windows\System32\vaultsvc.dll	216
0xa48e00d2c330	\Windows\System32\wscisvif.dll	216
0xa48e00d2c4c0	\ProgramData\Microsoft\Vault\AC658CB4-9126-49BD-B877-31EEDAB3F204\2F1A6504-0641-44CF-8BB5-3612D865F2E5.vsch	216
0xa48e00d2c650	\ProgramData\Microsoft\Vault\AC658CB4-9126-49BD-B877-31EEDAB3F204\3CCD5499-87A8-4B10-A215-608888DD3B55.vsch	216
0xa48e00d2c7e0	\Users\santaclaus\AppData\Local\Packages\Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy\Settings\settings.dat.LOG2	216
0xa48e00d2c970	\$Directory	216
0xa48e00d2cb00	\Windows\Prefetch\SLUI.EXE-724E99D9.pf	216
0xa48e00d2cc90	\Windows\System32\Tasks\Microsoft\Windows\Windows Defender\Windows Defender Verification	216
0xa48e00d2ce20	\Users\SANTAC~1\AppData\Local\Temp\chrome_PuffinComponentUnpacker_BeginUnzipping4244_1568568787\manifest.json	216
0xa48e00d2d140	\Windows\System32\fcon.dll	216
0xa48e00d2d2d0	\Windows\System32\dxilconv.dll	216
0xa48e00d2d910	\Users\SANTAC~1\AppData\Local\Temp\chrome_PuffinComponentUnpacker_BeginUnzipping4244_1809043111\manifest.json	216
0xa48e00d2daa0	\Windows\System32\WindowsSecurityIcon.png	216
0xa48e00d2dc30	\CMApi	216
0xa48e00d2ddc0	\Windows\System32\en-US\propsys.dll.mui	216
0xa48e00d2e270	\Users\santaclaus\AppData\Local\Packages\Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy\Settings\settings.dat	216
0xa48e00d2e400	\Users\santaclaus\AppData\Local\Packages\Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy\Settings\settings.dat.LOG1	216
0xa48e00d2e590	\Windows\Fonts\seguisb.ttf	216
0xa48e00d2e720	\Users\santaclaus\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\EAF8AA29A62AB29E614331747385D816_F9E4DC0B9D5C777357D7DB8DEF51118A	216
0xa48e00d2e8b0	\Windows\System32\D3D12.dll	216
0xa48e00d2ea40	\Users\SANTAC~1\AppData\Local\Temp\chrome_PuffinComponentUnpacker_BeginUnzipping4244_2019016970\manifest.fingerprint	216
0xa48e00d2ebd0	\Windows\System32\D3DSCache.dll	216
0xa48e00d2ed60	\Users\santaclaus\AppData\Local\D3DSCache\f4d41c5d09ae781\F4EB2D6C-ED2B-4BDD-AD9D-F913287E6768.lock	216
0xa48e00d2eef0	\$Directory	216
0xa48e00d2f080	\Windows\System32\en-US\windows.storage.dll.mui	216
0xa48e00d2f210	\Users\santaclaus\AppData\Local\D3DSCache\f4d41c5d09ae781\F4EB2D6C-ED2B-4BDD-AD9D-F913287E6768.idx	216
0xa48e00d2f3a0	\Users\santaclaus\AppData\Local\D3DSCache\f4d41c5d09ae781\F4EB2D6C-ED2B-4BDD-AD9D-F913287E6768.val	216
0xa48e00d2f530	\Users\santaclaus\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\E2C6CBAF0AF08CF203BA74BF0D0AB6D5_6372E0472AFF76BB926C97818BC773B9	216
0xa48e00d2f850	\Users\SANTAC~1\AppData\Local\Temp\chrome_PuffinComponentUnpacker_BeginUnzipping4244_1809043111\manifest.fingerprint	216
0xa48e00d2f9e0	\Windows\System32\perfh009.dat	216
0xa48e00d2fb70	\ProgramData\Microsoft\Windows\OneSettings\FeatureConfig.json	216
0xa48e00d2fe90	\$Directory	216
0xa48e00d301b0	\$Directory	216
0xa48e00d304d0	\Users\SANTAC~1\AppData\Local\Temp\chrome_PuffinComponentUnpacker_BeginUnzipping4244_741697529\manifest.json	216
0xa48e00d30660	\Users\SANTAC~1\AppData\Local\Temp\edge_BITS_4244_2071076685\2aaa8eb1-43	216
0xa48e00d30980	\Users\SANTAC~1\AppData\Local\Temp\chrome_PuffinComponentUnpacker_BeginUnzipping4244_2039550121\manifest.fingerprint	216
0xa48e00d30ca0	\Windows\servicing\InboxFodMetadataCache\metadata\Language.OCR~hr-hr~1.0.mum	216
0xa48e00d31150	\Windows\System32\Tasks\Microsoft\Windows\Windows Defender\Windows Defender Scheduled Scan	216
0xa48e00d31470	\$Directory	216
0xa48e00d31600	\Windows\System32\MdmCommon.dll	216
0xa48e00d31920	\Windows\servicing\InboxFodMetadataCache\metadata\Language.OCR~hu-hu~1.0.mum	216
0xa48e00d31ab0	\Windows\servicing\InboxFodMetadataCache\metadata\Language.OCR~it-it~1.0.mum	216
0xa48e00d31dd0	\Windows\servicing\InboxFodMetadataCache\metadata\Language.OCR~ja-jp~1.0.mum	216
0xa48e00d32280	\Windows\servicing\InboxFodMetadataCache\metadata\Language.OCR~ko-kr~1.0.mum	216
0xa48e00d325a0	\Users\santaclaus\AppData\Local\Microsoft\Edge\User Data\Default\Asset Store\assets.db\000005.ldb	216
0xa48e00d32730	\$Directory	216
0xa48e00d32be0	\Windows\System32\signdrv.dll	216
0xa48e00d32d70	\Windows\System32\virtdisk.dll	216
0xa48e00d33090	\Windows\System32\drivers\ndis.sys	216
0xa48e00d33220	\Windows\System32\drivers\portcls.sys	216
0xa48e00d333b0	\Windows\System32\efsutil.dll	216
0xa48e00d33540	\Windows\System32\TaskSchdPS.dll	216
0xa48e00d336d0	\Windows\System32\drivers\acpi.sys	216
0xa48e00d33860	\Windows\System32\dpx.dll	216
0xa48e00d339f0	\Windows\System32\wbem\wmiprov.dll	216
0xa48e00d33b80	\Users\SANTAC~1\AppData\Local\Temp\edge_BITS_4244_1728457877\9e51170b-7a	216
0xa48e00d33d10	\Windows\System32\riched32.dll	216
0xa48e00d33ea0	\Windows\System32\DevPropMgr.dll	216
0xa48e00d34350	\Windows\Prefetch\VSSVC.EXE-B8AFC319.pf	216
0xa48e00d344e0	\Windows\System32\drivers\monitor.sys	216
0xa48e00d34670	\Windows\System32\drivers\processr.sys	216
0xa48e00d34990	\Windows\System32\drivers\hdaudbus.sys	216
0xa48e00d34b20	\Windows\regedit.exe	216
